city,lat,lng,country
Gallup,35.52,-108.75,United States
Los Lunas,34.81,-106.77,United States
Deming,32.26,-107.75,United States
Truth or Consequences,33.19,-107.26,United States
Alamogordo,32.88,-105.96,United States
Santa Fe,35.66,-105.98,United States
Belen,34.68,-106.79,United States
Hobbs,32.73,-103.16,United States
Socorro,34.05,-106.91,United States
Bloomfield,36.73,-107.98,United States
Ruidoso,33.36,-105.64,United States
Albuquerque,35.11,-106.65,United States
Las Cruces,32.33,-106.79,United States
Lovington,32.95,-103.35,United States
Taos,36.39,-105.58,United States
Artesia,32.85,-104.43,United States
Silver City,32.78,-108.27,United States
Espanola,36.00,-106.07,United States
Roswell,33.37,-104.53,United States
Burnet,30.75,-98.24,United States
Roma-Los Saenz,26.42,-99.01,United States
Hondo,29.35,-99.16,United States
Frisco,33.16,-96.82,United States
Onalaska,30.82,-95.11,United States
Waco,31.56,-97.19,United States
Pampa,35.55,-100.97,United States
Sherman,33.63,-96.62,United States
Cedar Hill,32.58,-96.96,United States
Pasadena,29.66,-95.15,United States
Woodway,31.50,-97.23,United States
Vernon,34.15,-99.30,United States
Crowley,32.58,-97.36,United States
Denver City,32.97,-102.83,United States
Bay City,28.98,-95.96,United States
Irving,32.86,-96.97,United States
Coppell,32.96,-96.99,United States
Lucas,33.10,-96.58,United States
Marlin,31.31,-96.89,United States
El Campo,29.20,-96.27,United States
Arlington,32.70,-97.13,United States
Addison,32.96,-96.84,United States
Mexia,31.68,-96.48,United States
Pharr,26.17,-98.19,United States
Fort Worth,32.78,-97.35,United States
White Oak,32.53,-94.86,United States
Floresville,29.14,-98.16,United States
Granbury,32.45,-97.77,United States
Nacogdoches,31.61,-94.65,United States
Aubrey,33.30,-96.98,United States
Gun Barrel City,32.33,-96.13,United States
Brenham,30.16,-96.40,United States
Rosenberg,29.54,-95.82,United States
Vidor,30.13,-94.00,United States
New Braunfels,29.70,-98.12,United States
Alamo Heights,29.48,-98.47,United States
Angleton,29.17,-95.43,United States
Lubbock,33.57,-101.89,United States
Mathis,28.09,-97.82,United States
Galveston,29.25,-94.89,United States
Levelland,33.58,-102.36,United States
Corpus Christi,27.72,-97.38,United States
Duncanville,32.65,-96.91,United States
Anna,33.35,-96.55,United States
Galena Park,29.75,-95.23,United States
Lewisville,33.05,-96.98,United States
DeSoto,32.60,-96.86,United States
Port Lavaca,28.62,-96.63,United States
Wichita Falls,33.91,-98.53,United States
Rockport,28.04,-97.07,United States
Sanger,33.37,-97.17,United States
Watauga,32.87,-97.25,United States
Willow Park,32.76,-97.65,United States
Mineola,32.65,-95.48,United States
West University Place,29.72,-95.43,United States
Kenedy,28.82,-97.85,United States
Lake Jackson,29.05,-95.45,United States
McAllen,26.22,-98.25,United States
Harker Heights,31.06,-97.64,United States
Elgin,30.35,-97.39,United States
Little Elm,33.18,-96.93,United States
Kaufman,32.58,-96.31,United States
Rhome,33.06,-97.48,United States
Cleveland,30.34,-95.10,United States
Athens,32.21,-95.83,United States
Georgetown,30.67,-97.69,United States
Rio Grande City,26.38,-98.82,United States
Fairview,33.14,-96.61,United States
Canyon,34.99,-101.92,United States
San Angelo,31.44,-100.45,United States
Freeport,28.94,-95.36,United States
Belton,31.06,-97.48,United States
Portland,27.89,-97.32,United States
Sinton,28.04,-97.51,United States
Lumberton,30.26,-94.21,United States
Alice,27.76,-98.07,United States
Alamo,26.18,-98.12,United States
Texarkana,33.45,-94.08,United States
Decatur,33.23,-97.59,United States
San Marcos,29.88,-97.93,United States
Perryton,36.39,-100.80,United States
Haltom City,32.82,-97.27,United States
Cameron,30.86,-96.98,United States
Boerne,29.79,-98.73,United States
La Feria,26.15,-97.83,United States
Pleasanton,28.96,-98.49,United States
Weatherford,32.75,-97.77,United States
Melissa,33.29,-96.56,United States
Hillsboro,32.01,-97.12,United States
Waxahachie,32.40,-96.84,United States
Mission,26.20,-98.33,United States
Dumas,35.86,-101.96,United States
Keller,32.93,-97.23,United States
Atlanta,33.11,-94.17,United States
Rio Bravo,27.36,-99.48,United States
Uvalde,29.22,-99.78,United States
Lampasas,31.07,-98.18,United States
Hereford,34.82,-102.40,United States
Fulshear,29.69,-95.88,United States
Orange,30.11,-93.76,United States
Bellmead,31.60,-97.09,United States
Sunnyvale,32.80,-96.56,United States
Friendswood,29.51,-95.20,United States
Azle,32.90,-97.54,United States
Trophy Club,33.00,-97.19,United States
Taylor,30.57,-97.42,United States
Roma,26.42,-99.01,United States
Carrollton,32.99,-96.90,United States
Lamesa,32.73,-101.95,United States
Yoakum,29.29,-97.15,United States
McKinney,33.20,-96.67,United States
Bowie,33.56,-97.84,United States
Kirby,29.46,-98.39,United States
Crystal City,28.69,-99.83,United States
Forney,32.75,-96.45,United States
Woodcreek,30.03,-98.11,United States
Kyle,30.00,-97.86,United States
Webster,29.53,-95.12,United States
Terrell Hills,29.48,-98.45,United States
Deer Park,29.69,-95.12,United States
Pecos,31.40,-103.51,United States
Snyder,32.71,-100.91,United States
Muleshoe,34.23,-102.73,United States
Devine,29.15,-98.90,United States
Laredo,27.55,-99.49,United States
Euless,32.85,-97.08,United States
Commerce,33.24,-95.90,United States
Southlake,32.95,-97.15,United States
Longview,32.52,-94.76,United States
Wharton,29.31,-96.10,United States
Post,33.19,-101.38,United States
Port Isabel,26.05,-97.25,United States
Hurst,32.84,-97.18,United States
Kingsville,27.51,-97.86,United States
Royse City,32.98,-96.32,United States
Murphy,33.02,-96.61,United States
Ingleside,27.87,-97.21,United States
Pflugerville,30.45,-97.61,United States
West Tawakoni,32.90,-96.02,United States
Farmers Branch,32.93,-96.88,United States
Del Rio,29.37,-100.88,United States
Manvel,29.48,-95.36,United States
Allen,33.11,-96.67,United States
San Juan,26.19,-98.15,United States
Highland Village,33.09,-97.06,United States
Seminole,32.72,-102.65,United States
Hempstead,30.10,-96.08,United States
Tomball,30.10,-95.62,United States
Bonham,33.59,-96.19,United States
Sugar Land,29.60,-95.63,United States
Leon Valley,29.50,-98.61,United States
San Elizario,31.58,-106.26,United States
Port Arthur,29.86,-93.93,United States
Marshall,32.54,-94.35,United States
Diboll,31.19,-94.78,United States
Amarillo,35.20,-101.83,United States
Plano,33.05,-96.75,United States
Mesquite,32.76,-96.59,United States
Prosper,33.24,-96.81,United States
Hitchcock,29.29,-95.03,United States
Plainview,34.19,-101.72,United States
Colorado City,32.40,-100.86,United States
Baytown,29.76,-94.96,United States
La Grange,29.91,-96.88,United States
North Richland Hills,32.86,-97.22,United States
Eagle Pass,28.71,-100.48,United States
Giddings,30.18,-96.93,United States
Seabrook,29.58,-95.02,United States
Celina,33.32,-96.79,United States
Bridge City,30.03,-93.84,United States
Cibolo,29.57,-98.21,United States
Gladewater,32.54,-94.95,United States
Lindale,32.49,-95.41,United States
Balch Springs,32.72,-96.62,United States
Lancaster,32.59,-96.77,United States
Gatesville,31.44,-97.73,United States
Pearsall,28.89,-99.10,United States
Garland,32.91,-96.63,United States
Gilmer,32.73,-94.95,United States
Robstown,27.79,-97.67,United States
Stephenville,32.21,-98.22,United States
Wake Village,33.42,-94.12,United States
La Porte,29.67,-95.05,United States
Leander,30.57,-97.86,United States
Nederland,29.97,-94.00,United States
Rowlett,32.92,-96.55,United States
Kennedale,32.64,-97.22,United States
Mineral Wells,32.82,-98.08,United States
Joshua,32.46,-97.38,United States
Beaumont,30.08,-94.15,United States
Buda,30.09,-97.84,United States
Crockett,31.32,-95.46,United States
Mount Pleasant,33.16,-94.97,United States
Krum,33.27,-97.23,United States
Richmond,29.58,-95.76,United States
El Paso,31.85,-106.43,United States
Humble,29.99,-95.27,United States
Prairie View,30.09,-95.99,United States
Denton,33.22,-97.14,United States
Harlingen,26.19,-97.70,United States
Burkburnett,34.07,-98.57,United States
Huntsville,30.71,-95.55,United States
Bulverde,29.77,-98.44,United States
Silsbee,30.35,-94.18,United States
Grapevine,32.93,-97.07,United States
Forest Hill,32.66,-97.27,United States
Edinburg,26.32,-98.16,United States
Carrizo Springs,28.53,-99.86,United States
Hutchins,32.64,-96.71,United States
Highland Park,32.83,-96.80,United States
Littlefield,33.92,-102.33,United States
Hidalgo,26.11,-98.25,United States
Helotes,29.57,-98.69,United States
Cuero,29.10,-97.29,United States
Selma,29.59,-98.31,United States
Rockwall,32.92,-96.44,United States
Midlothian,32.47,-96.99,United States
Odessa,31.88,-102.34,United States
Heath,32.84,-96.47,United States
Sweetwater,32.47,-100.41,United States
Robinson,31.45,-97.12,United States
Marble Falls,30.57,-98.27,United States
Jersey Village,29.89,-95.57,United States
Palestine,31.75,-95.65,United States
Henderson,32.16,-94.80,United States
Glenn Heights,32.55,-96.85,United States
Bedford,32.85,-97.14,United States
Keene,32.40,-97.32,United States
Bridgeport,33.21,-97.77,United States
Lacy-Lakeview,31.63,-97.11,United States
Round Rock,30.53,-97.67,United States
Palmview,26.23,-98.38,United States
Graham,33.10,-98.58,United States
Willis,30.43,-95.48,United States
Bellaire,29.70,-95.46,United States
Dallas,32.79,-96.77,United States
Lakeway,30.36,-97.98,United States
Princeton,33.18,-96.51,United States
Corinth,33.14,-97.07,United States
Jacinto City,29.77,-95.24,United States
Donna,26.15,-98.06,United States
Roanoke,33.02,-97.23,United States
Tyler,32.32,-95.31,United States
Live Oak,29.55,-98.34,United States
University Park,32.85,-96.79,United States
Corsicana,32.08,-96.47,United States
Breckenridge,32.76,-98.91,United States
Cleburne,32.36,-97.42,United States
Bee Cave,30.31,-97.96,United States
Seguin,29.59,-97.97,United States
Brady,31.13,-99.37,United States
Slaton,33.44,-101.65,United States
Alvin,29.38,-95.29,United States
Red Oak,32.52,-96.79,United States
San Benito,26.13,-97.64,United States
Midland,32.03,-102.11,United States
Carthage,32.15,-94.34,United States
Anthony,31.99,-106.59,United States
Bryan,30.67,-96.37,United States
Terrell,32.73,-96.29,United States
Austin,30.30,-97.75,United States
Wylie,33.04,-96.52,United States
Texas City,29.41,-94.97,United States
Hewitt,31.45,-97.20,United States
Manor,30.35,-97.53,United States
Universal City,29.55,-98.31,United States
Los Fresnos,26.07,-97.48,United States
Andrews,32.32,-102.55,United States
Mont Belvieu,29.85,-94.88,United States
Edna,28.98,-96.65,United States
Progreso,26.10,-97.96,United States
Beeville,28.41,-97.75,United States
Cedar Park,30.51,-97.82,United States
Schertz,29.57,-98.25,United States
Kerrville,30.04,-99.13,United States
Sachse,32.97,-96.58,United States
Sealy,29.77,-96.16,United States
Kermit,31.85,-103.09,United States
Bastrop,30.11,-97.32,United States
River Oaks,32.78,-97.40,United States
Sullivan City,26.28,-98.56,United States
Everman,32.63,-97.28,United States
Lago Vista,30.45,-97.99,United States
Seagoville,32.65,-96.55,United States
Whitehouse,32.22,-95.22,United States
Weslaco,26.17,-97.99,United States
Monahans,31.63,-103.04,United States
White Settlement,32.76,-97.46,United States
Missouri City,29.56,-95.54,United States
Stafford,29.63,-95.57,United States
Gonzales,29.51,-97.45,United States
Conroe,30.32,-95.47,United States
La Marque,29.37,-95.00,United States
Katy,29.79,-95.83,United States
Borger,35.66,-101.40,United States
Liberty,30.05,-94.79,United States
Aransas Pass,27.89,-97.11,United States
Alpine,30.36,-103.67,United States
Raymondville,26.48,-97.78,United States
Brownfield,33.18,-102.27,United States
Sulphur Springs,33.14,-95.61,United States
Lufkin,31.32,-94.73,United States
Dickinson,29.45,-95.06,United States
Flower Mound,33.03,-97.11,United States
Brownwood,31.71,-98.98,United States
Horizon City,31.68,-106.19,United States
Abilene,32.45,-99.74,United States
Alton,26.29,-98.31,United States
Mercedes,26.15,-97.91,United States
Paris,33.67,-95.54,United States
Denison,33.76,-96.57,United States
The Colony,33.09,-96.90,United States
Saginaw,32.86,-97.36,United States
Lockhart,29.88,-97.68,United States
Fredericksburg,30.27,-98.88,United States
Benbrook,32.68,-97.46,United States
Santa Fe,29.39,-95.10,United States
Rockdale,30.65,-97.01,United States
Port Neches,29.98,-93.95,United States
Temple,31.11,-97.39,United States
Mansfield,32.57,-97.12,United States
League City,29.49,-95.11,United States
West Columbia,29.14,-95.65,United States
Center,31.80,-94.18,United States
South Houston,29.66,-95.23,United States
Richardson,32.97,-96.71,United States
Ennis,32.33,-96.64,United States
Granite Shoals,30.59,-98.38,United States
Luling,29.68,-97.65,United States
Clute,29.03,-95.40,United States
Navasota,30.39,-96.09,United States
Groves,29.95,-93.92,United States
Houston,29.79,-95.39,United States
Windcrest,29.51,-98.38,United States
Elsa,26.30,-97.99,United States
Dalhart,36.06,-102.51,United States
College Station,30.59,-96.30,United States
Grand Prairie,32.69,-97.02,United States
Victoria,28.83,-96.98,United States
Socorro,31.64,-106.26,United States
Burleson,32.52,-97.33,United States
Big Spring,32.24,-101.48,United States
Colleyville,32.89,-97.15,United States
Jasper,30.92,-93.99,United States
Gainesville,33.64,-97.15,United States
Killeen,31.08,-97.73,United States
Lake Dallas,33.13,-97.02,United States
Kilgore,32.40,-94.86,United States
Brownsville,26.00,-97.46,United States
Aledo,32.70,-97.61,United States
Greenville,33.11,-96.11,United States
Dayton,30.04,-94.90,United States
Pearland,29.56,-95.32,United States
Fair Oaks Ranch,29.75,-98.64,United States
San Antonio,29.47,-98.52,United States
Fort Stockton,30.89,-102.88,United States
Iowa Park,33.96,-98.68,United States
Copperas Cove,31.12,-97.91,United States
Fate,32.94,-96.39,United States
Converse,29.51,-98.31,United States
Hutto,30.54,-97.55,United States
Richland Hills,32.81,-97.23,United States
Jacksonville,31.96,-95.26,United States
Jennings,30.22,-92.66,United States
Breaux Bridge,30.28,-91.90,United States
Opelousas,30.53,-92.09,United States
Denham Springs,30.47,-90.96,United States
Oakdale,30.82,-92.65,United States
Westwego,29.91,-90.14,United States
Zachary,30.67,-91.16,United States
Crowley,30.22,-92.38,United States
Sulphur,30.23,-93.36,United States
Youngsville,30.10,-92.00,United States
Houma,29.58,-90.71,United States
Ponchatoula,30.44,-90.44,United States
Monroe,32.52,-92.08,United States
Carencro,30.31,-92.04,United States
Gonzales,30.21,-90.92,United States
Ruston,32.53,-92.64,United States
Covington,30.48,-90.11,United States
Jonesboro,32.23,-92.71,United States
Gretna,29.91,-90.05,United States
Ferriday,31.63,-91.56,United States
Pineville,31.34,-92.41,United States
New Roads,30.70,-91.45,United States
